S No.,name,genre,type,episodes,rating,Anime_Archetype
4335,Persona 4 the Golden Animation,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",TV,12,6.75,Obliviscaris Spire
4336,Pokemon XY: Hakai no Mayu to Diancie,"Adventure, Fantasy, Kids",Movie,1,6.75,Chronovault Nexus
4337,Pokemon: Ash&#039;s Journey,"Fantasy, Kids",Movie,1,6.75,Chronovault Nexus
4338,Princess Tutu Recaps,"Comedy, Magic, Romance, Shoujo",Special,3,6.75,Celestara Veil
4339,Ranpo Kitan: Game of Laplace,Mystery,TV,11,6.75,Obliviscaris Spire
4340,Seikoku no Dragonar,"Comedy, Ecchi, Fantasy, School",TV,12,6.75,Celestara Veil
4341,Shadow Skill (1996),"Adventure, Drama, Fantasy, Shounen",OVA,3,6.75,Chronovault Nexus
4342,Shigofumi Picture Drama,Comedy,Special,7,6.75,Luminarch Dominion
4343,Space Cobra Pilot,"Action, Adventure, Sci-Fi, Space",Special,1,6.75,
4344,Stratos 4,"Comedy, Military, Sci-Fi, Shounen",TV,13,6.75,
4345,Takarajima Memorial: Yuunagi to Yobareta Otoko,"Adventure, Drama, Historical, Mystery, Supernatural",OVA,1,6.74,Obliviscaris Spire
4346,Transformers Galaxy Force,"Adventure, Mecha, Sci-Fi, Shounen",TV,52,6.75,
4347,Utakata Hanabi,Music,Music,1,6.75,Luminarch Dominion
4348,Wild Arms: Twilight Venom,"Action, Adventure, Fantasy, Magic, Sci-Fi, Vampire",TV,22,6.75,Obliviscaris Spire
4349,Yama no Susume: Kabette Kowakunai no?,"Comedy, Slice of Life",Special,1,6.75,Luminarch Dominion
4350,.hack//Liminality,"Game, Mystery, Sci-Fi",OVA,4,6.74,Eclipsed Reverie
4351,3 Choume no Tama: Uchi no Tama Shirimasenka?,Adventure,TV,35,6.74,Chronovault Nexus
4352,Amazing Nuts!,"Adventure, Music, Police, Romance, Sci-Fi",Music,4,6.74,Luminarch Dominion
4353,Bakusou Kyoudai Let&#039;s &amp; Go MAX,"Cars, Shounen, Sports",TV,51,6.74,Obliviscaris Spire
4354,Blue Dragon: Tenkai no Shichi Ryuu,"Adventure, Comedy, Fantasy, Supernatural",TV,51,6.74,Chronovault Nexus
4355,Coyote Ragtime Show,"Action, Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,12,6.74,
4356,Dokonjou Gaeru,"Comedy, Slice of Life",TV,103,6.74,Luminarch Dominion
4357,Doraemon: It&#039;s Winter!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.74,Chronovault Nexus
4358,Doraemon: Treasure of the Shinugumi Mountain,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.74,Chronovault Nexus
4359,Fluximation,Music,Music,14,6.74,Luminarch Dominion
4360,Freezing Specials,"Action, Comedy, Ecchi",Special,6,6.74,Celestara Veil
4361,Gasaraki,"Drama, Mecha, Military, Psychological, Supernatural",TV,25,6.74,
4362,Honoo no Mirage,"Action, Drama, Historical, Romance, School, Shounen Ai, Supernatural",TV,13,6.74,Celestara Veil
4363,Kanokon,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",TV,12,6.74,Celestara Veil
4364,Kanokon: Manatsu no Dai Shanikusai,"Ecchi, Romance, Slice of Life",OVA,2,6.74,Celestara Veil
4365,Ketsuekigata-kun! 2,Comedy,TV,12,6.74,Luminarch Dominion
4366,Koro no Dai Sanpo,Adventure,Special,1,6.74,Chronovault Nexus
4367,Kuro ga Ita Natsu,"Drama, Historical",Movie,1,6.74,Chronovault Nexus
4368,Love Get Chu,"Comedy, Romance",TV,25,6.74,Celestara Veil
4369,Love Live! x Watering KissMint Collaboration CM,Music,Special,1,6.73,Luminarch Dominion
4370,Madou King Granzort: Saigo no Magical Taisen,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",OVA,2,6.74,
4371,Pokonyan!,"Comedy, Fantasy, Kids, Magic",TV,170,6.74,Chronovault Nexus
4372,Queen&#039;s Blade: Utsukushiki Toushitachi,"Action, Adventure, Ecchi, Fantasy",OVA,6,6.74,Chronovault Nexus
4373,Ryuugajou Nanana no Maizoukin (TV) Specials,Comedy,Special,6,6.74,Luminarch Dominion
4374,Sacred Seven,"Action, School, Sci-Fi, Super Power",TV,12,6.74,Obliviscaris Spire
4375,Sasami-san@Ganbaranai,"Comedy, Romance, Supernatural",TV,12,6.74,Celestara Veil
4376,Sensei no Ojikan: Doki Doki School Hours OVA,"Comedy, School",OVA,7,6.74,Celestara Veil
4377,Shirayuki Hime no Densetsu,"Adventure, Fantasy, Romance",TV,52,6.74,Chronovault Nexus
4378,Sky Girls OVA,"Mecha, Military, Sci-Fi",OVA,1,6.74,
4379,Spirit of Wonder: China-san no Yuuutsu,"Romance, Sci-Fi, Seinen",OVA,1,6.74,Celestara Veil
4380,Superflat Monogram,"Adventure, Fantasy",Special,1,6.74,Chronovault Nexus
4381,Tokyo Underground,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,26,6.74,Obliviscaris Spire
4382,White Album,"Drama, Harem, Music, Romance",TV,13,6.74,Celestara Veil
4383,Wish,Music,Music,1,6.74,Luminarch Dominion
4384,.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,"Comedy, Game",Special,3,6.73,Eclipsed Reverie
4385,Alps Monogatari: Watashi no Annette,"Drama, Historical, Slice of Life",TV,48,6.73,Chronovault Nexus
4386,Appleseed XIII Remix Movie 1: Yuigon,"Action, Mecha, Military, Police, Sci-Fi",Movie,1,6.74,
4387,Ashita Genki ni Nare!: Hanbun no Satsumaimo,Drama,Movie,1,6.74,Luminarch Dominion
4388,Baby Baachan,"Comedy, Drama",TV,53,6.73,Luminarch Dominion
4389,Blood-C,"Action, Horror, School, Supernatural, Vampire",TV,12,6.73,Obliviscaris Spire
4390,Buzzer Beater,"Shounen, Sports",TV,13,6.73,Obliviscaris Spire
4391,Dagashi Kashi,"Comedy, Shounen, Slice of Life",TV,12,6.73,Celestara Veil
4392,DNA² OVA,"Comedy, Drama, Sci-Fi",OVA,3,6.73,Luminarch Dominion
4393,Dr. Slump Movie 02: &quot;Hoyoyo!&quot; Uchuu Daibouken,"Comedy, Sci-Fi, Shounen",Movie,1,6.73,Luminarch Dominion
4394,Element Hunters,"Sci-Fi, Shounen",TV,39,6.73,Luminarch Dominion
4395,Fusha no Sha,"Adventure, Historical, Martial Arts, Samurai, Supernatural",Movie,1,6.73,Aetherial Sanctum
4396,Ghost in the Shell: Stand Alone Complex - Tachikoma no Hibi Fan Disc,"Comedy, Mecha, Sci-Fi",Special,3,6.73,
4397,Ghost in the Shell: The New Movie Virtual Reality Diver,"Police, Sci-Fi, Seinen",Special,1,6.73,Obliviscaris Spire
4398,Gokujou!! Mecha Mote Iinchou,"Comedy, Romance, School, Shoujo",TV,51,6.73,Celestara Veil
4399,Helen Keller Monogatari: Ai to Hikari no Tenshi,Drama,Movie,1,6.73,Luminarch Dominion
4400,Hoshi no Kirby,"Action, Adventure, Comedy, Fantasy, Parody",TV,100,6.73,Chronovault Nexus
4401,Hyakka Ryouran: Samurai Girls Specials,Ecchi,Special,6,6.73,Luminarch Dominion
4402,Inochi no Chikyuu: Dioxin no Natsu,Drama,Movie,1,6.73,Luminarch Dominion
4403,Juubee-chan: Lovely Gantai no Himitsu,"Action, Adventure, Comedy, Drama, Shounen",TV,13,6.73,Obliviscaris Spire
4404,Kage kara Mamoru!,"Comedy, Romance, Shounen",TV,12,6.73,Celestara Veil
4405,Kämpfer,"Action, Comedy, Ecchi, Romance, School, Shoujo Ai, Super Power",TV,12,6.73,Celestara Veil
4406,KO Seiki Beast Sanjuushi,"Adventure, Comedy, Fantasy, Mecha, Shounen, Supernatural",OVA,7,6.73,Obliviscaris Spire
4407,Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,"Adventure, Comedy, Mystery",Movie,1,6.73,Obliviscaris Spire
4408,Midori no Makibao,"Comedy, Sports",TV,61,6.73,Luminarch Dominion
4409,Nekogami Yaoyorozu,"Comedy, Seinen, Slice of Life, Supernatural",TV,12,6.73,Celestara Veil
4410,Ohayo! Spank,"Comedy, Slice of Life",TV,63,6.73,Luminarch Dominion
4411,Osomatsu-san Short Film Series,"Comedy, Parody",Special,8,6.73,Luminarch Dominion
4412,Ougon Bat,"Action, Sci-Fi, Super Power",TV,52,6.73,Obliviscaris Spire
4413,Project A-Ko 2: Daitokuji Zaibatsu no Inbou,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.73,
4414,Queen&#039;s Blade: Gyokuza wo Tsugu Mono,"Action, Adventure, Ecchi, Fantasy",TV,12,6.73,Chronovault Nexus
4415,Saber Marionette R,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,3,6.73,
4416,Sasuga no Sarutobi,"Action, Adventure, Comedy, Martial Arts, Romance, Sports",TV,69,6.73,Obliviscaris Spire
4417,Shin Ace wo Nerae!,"Drama, Romance, School, Shoujo, Sports",TV,25,6.73,Celestara Veil
4418,Shin Cutey Honey,"Adventure, Comedy, Ecchi, Magic, Sci-Fi",OVA,8,6.73,Celestara Veil
4419,Shin Koihime†Musou: Live Revolution,"Ecchi, Music",OVA,1,6.73,Luminarch Dominion
4420,Shounan Bakusouzoku,"Action, Comedy, Shounen",OVA,12,6.73,Obliviscaris Spire
4421,The Hakkenden: Shin Shou,"Action, Adventure, Demons, Historical, Martial Arts, Samurai, Shounen",OVA,7,6.73,Aetherial Sanctum
4422,Time Bokan,"Adventure, Comedy, Mecha",TV,61,6.73,
4423,Tondemo Senshi Muteking,"Action, Comedy, Kids, Magic, Mecha, Sci-Fi, Shounen, Super Power",TV,56,6.73,
4424,Tono to Issho: Gantai no Yabou,"Comedy, Historical, Parody, Samurai, Seinen",TV,12,6.73,Aetherial Sanctum
4425,Toushi Gordian,"Action, Mecha, Sci-Fi",TV,73,6.73,
4426,Tsuyokiss,"Comedy, Romance, School, Slice of Life",TV,12,6.73,Celestara Veil
4427,Usavich Special,"Adventure, Comedy",Special,1,6.73,Chronovault Nexus
4428,Yami to Boushi to Hon no Tabibito,"Adventure, Ecchi, Fantasy, Magic, Mystery, Shoujo Ai",TV,13,6.73,Celestara Veil
4429,Akihabara Dennou-gumi,"Adventure, Mecha, Sci-Fi, Shoujo",TV,26,6.72,
4430,Alps no Shoujo Heidi: Heidi to Clara-hen,"Drama, Historical, Slice of Life",Movie,1,6.72,Chronovault Nexus
4431,Bakuretsu Hunters OVA,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power",OVA,3,6.72,Celestara Veil
4432,Bannou Bunka Neko-Musume Specials,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",Special,2,6.72,
4433,Battle Spirits: Heroes,"Action, Shounen",TV,50,6.71,Obliviscaris Spire
4434,Blue Seed 1.5,"Comedy, Romance, Sci-Fi",OVA,2,6.72,Celestara Veil
4435,Bomberman B-Daman Bakugaiden,"Comedy, Sci-Fi, Shounen",TV,48,6.72,Luminarch Dominion
4436,Choujuu Kishin Dancougar: God Bless Dancougar,"Action, Mecha, Sci-Fi",OVA,1,6.72,
4437,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,"Adventure, Comedy, Demons, Historical, Supernatural",Special,11,6.72,Obliviscaris Spire
4438,Cutey Honey F,"Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo",TV,39,6.72,Celestara Veil
4439,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,6.72,Chronovault Nexus
4440,Dirty Pair Flash 3,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi",OVA,5,6.72,Obliviscaris Spire
4441,Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,"Comedy, Sci-Fi, Shounen",Movie,1,6.72,Luminarch Dominion
4442,Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,"Comedy, Sci-Fi, Shounen",Movie,1,6.72,Luminarch Dominion
4443,Dragon Ball GT,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",TV,64,6.72,Obliviscaris Spire
4444,Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,"Action, Adventure, Fantasy, Magic, Shounen",Movie,1,6.72,Chronovault Nexus
4445,Duel Masters Cross,"Action, Adventure, Comedy, Shounen",TV,100,6.72,Obliviscaris Spire
4446,Entaku no Kishi Monogatari: Moero Arthur,"Adventure, Drama, Historical, Romance",TV,30,6.72,Chronovault Nexus
4447,Genji Monogatari,"Drama, Historical, Romance",Movie,1,6.72,Chronovault Nexus
4448,Ghost in the Shell: Arise - Another Mission,"Action, Mecha, Police, Sci-Fi",Special,1,6.72,
4449,Golgo 13: Queen Bee,"Action, Adventure, Drama, Military, Seinen",OVA,1,6.72,
4450,Hanaukyou Maid-tai,"Comedy, Ecchi, Harem, Romance",TV,12,6.72,Celestara Veil
4451,Harukanaru Toki no Naka de: Hachiyou Shou OVA,"Comedy, Demons, Fantasy, Historical, Shoujo, Supernatural",OVA,2,6.72,Chronovault Nexus
4452,Hibike! Euphonium: Suisougaku-bu no Nichijou,"Comedy, Music, School",Special,7,6.72,Luminarch Dominion
4453,Hidamari Sketch: Chou Hidamatsuri Special,Comedy,Special,1,6.72,Luminarch Dominion
4454,Inugami-san to Nekoyama-san,"Comedy, School, Shoujo Ai",TV,12,6.72,Celestara Veil
4455,Juushin Liger,"Action, Mecha, Sci-Fi",TV,43,6.72,
4456,K: Missing Kings - Manner Movie,Comedy,Movie,1,6.72,Luminarch Dominion
4457,Kamui no Ken,"Adventure, Drama, Fantasy, Historical, Shounen",Movie,1,6.72,Chronovault Nexus
4458,M3: Sono Kuroki Hagane,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",TV,24,6.72,
4459,Macross F: Choujikuu Gekijou,"Comedy, Slice of Life",OVA,1,6.72,Luminarch Dominion
4460,Metal Fight Beyblade,"Adventure, Comedy, Sports",TV,51,6.72,Chronovault Nexus
4461,Mobile Police Patlabor: MiniPato,Parody,OVA,3,6.72,Luminarch Dominion
4462,Naisho no Tsubomi,"Kids, Romance, School, Shoujo, Slice of Life, Supernatural",OVA,3,6.72,Celestara Veil
4463,Nils no Fushigi na Tabi (Movie),"Adventure, Fantasy, Kids",Movie,1,6.72,Chronovault Nexus
4464,Nobunaga no Shinobi Episode 0,"Comedy, Historical",Special,1,6.74,Chronovault Nexus
4465,One Pound Gospel,"Comedy, Romance, Seinen, Sports",OVA,1,6.72,Celestara Veil
4466,Pokemon: Odoru Pokemon Himitsu Kichi,"Comedy, Fantasy, Kids",Movie,1,6.72,Chronovault Nexus
4467,Sakura Taisen: Ouka Kenran,"Adventure, Mecha, Sci-Fi, Shounen",OVA,4,6.72,
4468,Seton Doubutsuki: Kuma no Ko Jacky,"Adventure, Drama, Historical",TV,26,6.72,Chronovault Nexus
4469,Telepathy Shoujo Ran,"Fantasy, School",TV,26,6.72,Chronovault Nexus
4470,Tentai Senshi Sunred: Short Corner,"Comedy, Parody, Seinen, Super Power",Special,4,6.72,Obliviscaris Spire
4471,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,Historical,TV,26,6.72,Chronovault Nexus
4472,Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,"Adventure, Comedy, Kids",OVA,1,6.72,Chronovault Nexus
4473,Transformers: Car Robots,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,39,6.72,
4474,Turn A Gundam I Movie: Earth Light,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,6.72,
4475,Uchuu Taitei God Sigma,"Action, Mecha, Space",TV,50,6.72,
4476,Video Senshi Lezarion,"Action, Mecha, Sci-Fi",TV,45,6.72,
4477,Weiß Kreuz Glühen,"Action, Drama, Shounen",TV,13,6.72,Obliviscaris Spire
4478,Yaoguai Mingdan,"Action, Comedy, Ecchi, Fantasy, Romance",ONA,18,6.72,Celestara Veil
4479,"Yosuga no Sora: In Solitude, Where We Are Least Alone.","Drama, Ecchi, Harem, Romance",TV,12,6.72,Celestara Veil
4480,.hack//Intermezzo,"Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",Special,1,6.71,Eclipsed Reverie
4481,Akai Ito,"Drama, Romance, Slice of Life",Special,1,6.71,Celestara Veil
4482,Alien 9,"Horror, School, Sci-Fi",OVA,4,6.71,Obliviscaris Spire
4483,Ashita e Free Kick,Sports,TV,52,6.71,Luminarch Dominion
4484,Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",Movie,1,6.71,Obliviscaris Spire
4485,Burn Up Excess,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen",TV,13,6.71,Obliviscaris Spire
4486,Chouyaku Hyakuninisshu: Uta Koi. - Sake to Kikoushi ~ Murasaki Kishikibu to Kintou,"Historical, Josei",Special,1,6.71,Chronovault Nexus
4487,Dance with Devils,"Demons, Harem, Romance, Shoujo, Supernatural",TV,12,6.71,Celestara Veil
4488,Galactic Patrol Lensman,"Action, Adventure, Sci-Fi",TV,25,6.71,Chronovault Nexus
4489,Gekiganger 3: The Movie,"Action, Comedy, Mecha, Parody, Sci-Fi, Shounen",OVA,1,6.71,
4490,Ginga Shippuu Sasuraiger,"Action, Adventure, Mecha",TV,43,6.71,
4491,Hakuouki: Otogisoushi,"Fantasy, Historical, Josei, Samurai",TV,13,6.71,Aetherial Sanctum
4492,Hikari no Megami,"Action, Fantasy",Special,1,6.71,Chronovault Nexus
4493,Jagainu-kun,"Adventure, Fantasy, Kids, Shoujo, Slice of Life",TV,26,6.71,Chronovault Nexus
4494,Kero Kero Chime,"Adventure, Comedy, Fantasy",TV,30,6.71,Chronovault Nexus
4495,Kishin Houkou Demonbane (TV),"Action, Ecchi, Harem, Magic, Mecha, Romance, Shounen",TV,12,6.71,Celestara Veil
4496,Kurogane no Linebarrels Specials,"Action, Comedy, Ecchi, Mecha",Special,2,6.71,
4497,Kurokami: Intermission,"Action, Martial Arts, Super Power",Special,1,6.71,Obliviscaris Spire
4498,Kyousou Giga (TV) Recaps,"Action, Fantasy, Supernatural",Special,2,6.71,Obliviscaris Spire
4499,Massugu ni Ikou.,"Comedy, Josei, Romance, Slice of Life",TV,4,6.71,Celestara Veil
4500,Master Mosquiton 99,"Action, Adventure, Comedy, Supernatural, Vampire",TV,26,6.71,Obliviscaris Spire
4501,Natsu-iro no Sunadokei,"Drama, Romance, Sci-Fi",OVA,2,6.71,Celestara Veil
4502,Nijiiro Days OVA,"Comedy, Romance, School, Shoujo, Slice of Life",OVA,1,6.73,Celestara Veil
4503,Pokemon: Pika Pika Hoshizora Camp,"Adventure, Comedy, Fantasy, Kids",Movie,1,6.71,Chronovault Nexus
4504,Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri,"Comedy, Music, Slice of Life",Special,6,6.71,Luminarch Dominion
4505,Qualidea Code,"Action, Magic, Supernatural",TV,12,6.71,Obliviscaris Spire
4506,Sengoku Otome: Momoiro Paradox,"Action, Comedy, Historical, Samurai, Sci-Fi, Super Power",TV,13,6.71,Aetherial Sanctum
4507,Seton Doubutsuki: Risu no Banner,"Drama, Kids",TV,26,6.71,Chronovault Nexus
4508,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2,"Comedy, Fantasy, Supernatural",Special,8,6.71,Chronovault Nexus
4509,Shugo Chara! Party!,"Comedy, Magic, School, Shoujo",TV,25,6.71,Celestara Veil
4510,Taiho Shichau zo in America,"Action, Comedy, Police, Shounen",Special,1,6.71,Obliviscaris Spire
4511,Teekyuu 2 Specials,"Comedy, School, Shounen, Sports",Special,2,6.71,Obliviscaris Spire
4512,Tokkou,"Action, Comedy, Horror, Mystery, Police, Supernatural",TV,13,6.71,Obliviscaris Spire
4513,Touka Gettan,"Drama, Romance, Supernatural",TV,26,6.71,Celestara Veil
4514,Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,"Comedy, Fantasy, Supernatural",Special,1,6.71,Chronovault Nexus
4515,Windaria,"Action, Drama, Fantasy, Romance, Sci-Fi",Movie,1,6.71,Chronovault Nexus
4516,Yokuwakaru Gendaimahou 00,"Comedy, Magic",Special,1,6.71,Luminarch Dominion
4517,Yuusha Exkaiser,"Action, Mecha, Sci-Fi, Shounen",TV,48,6.71,
4518,Bomberman B-Daman Bakugaiden V,"Sci-Fi, Shounen",TV,50,6.7,Luminarch Dominion
4519,Di Gi Charat Summer Special 2000,Comedy,Special,4,6.7,Luminarch Dominion
4520,Eat-Man,"Action, Adventure, Sci-Fi, Shounen, Super Power",TV,12,6.7,Obliviscaris Spire
4521,Fushigi Mahou Fun Fun Pharmacy,"Kids, Magic",TV,48,6.7,Chronovault Nexus
4522,Gall Force 1: Eternal Story,"Action, Adventure, Mecha, Military, Sci-Fi, Space",Movie,1,6.7,
4523,Grenadier: Hohoemi no Senshi Specials,"Comedy, Ecchi, Parody",Special,7,6.7,Celestara Veil
4524,Hana no Mahoutsukai Mary Bell,"Adventure, Fantasy, Magic, Shoujo",TV,50,6.7,Chronovault Nexus
4525,Narue no Sekai,"Comedy, Romance, Sci-Fi",TV,12,6.7,Celestara Veil
4526,NG Knight Ramune &amp; 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,"Adventure, Comedy, Fantasy, Shounen",OVA,3,6.7,Chronovault Nexus
4527,Ojisan to Marshmallow,"Comedy, Slice of Life",TV,12,6.7,Luminarch Dominion
4528,Onkyo Seimeitai Noiseman,"Action, Fantasy, Sci-Fi",Movie,1,6.7,Chronovault Nexus
4529,Otogi Juushi Akazukin OVA,"Adventure, Comedy, Fantasy, Magic",OVA,1,6.7,Chronovault Nexus
4530,Pokemon: Meloetta no Kirakira Recital,"Adventure, Comedy, Fantasy, Kids, Music",Movie,1,6.7,Chronovault Nexus
4531,Pokemon: Pikachu no Fuyuyasumi,"Adventure, Comedy, Fantasy, Kids",OVA,2,6.7,Chronovault Nexus
4532,Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara,"Fantasy, Magic, Music, Shoujo",Music,1,6.7,Chronovault Nexus
4533,Puchimas!: Petit iDOLM@STER Episode 0,"Comedy, Music, Slice of Life",OVA,1,6.7,Luminarch Dominion
4534,R-15,"Comedy, Ecchi, Harem, Romance, School",TV,12,6.7,Celestara Veil
4535,Ring ni Kakero 1,"Action, Shounen, Sports",TV,12,6.7,Obliviscaris Spire
4536,Romeo no Aoi Sora Specials,"Adventure, Drama, Historical, Slice of Life",Special,2,6.7,Chronovault Nexus
4537,Sansha Sanyou Specials,"Comedy, School, Slice of Life",Special,3,6.7,Celestara Veil
4538,To Heart,"Drama, Harem, Romance, School, Slice of Life",TV,13,6.7,Celestara Veil
4539,Trava: Fist Planet,"Action, Comedy, Mecha, Sci-Fi, Space",OVA,4,6.7,
4540,UFO Robo Grendizer: Akai Yuuhi no Taiketsu,"Mecha, Sci-Fi",Movie,1,6.7,
4541,Viva Namida,Music,Music,1,6.7,Luminarch Dominion
4542,12-sai.: Chicchana Mune no Tokimeki,"Romance, School, Shoujo",TV,12,6.69,Celestara Veil
4543,Akaneiro ni Somaru Saka,"Comedy, Harem, Romance, School",TV,12,6.69,Celestara Veil
4544,Anemone,"Drama, Magic, Supernatural",OVA,1,6.69,Obliviscaris Spire
4545,Atarashii Sekai,Music,Music,1,6.69,Luminarch Dominion
4546,Bannou Bunka Neko-Musume (1998),"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",TV,12,6.69,
4547,Beast Wars Neo,"Action, Adventure, Mecha, Shounen, Super Power",TV,35,6.69,
4548,Candy Candy: Haru no Yobigoe,"Drama, Shoujo, Slice of Life",Movie,1,6.69,Celestara Veil
4549,Final Approach,"Comedy, Drama, Romance, Slice of Life",TV,13,6.69,Celestara Veil
4550,Girls Bravo: First Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School",TV,11,6.69,Celestara Veil
4551,Girls und Panzer: Nihon Senshadou Renmei News,Comedy,Special,2,6.69,Luminarch Dominion
4552,Glass no Kantai: La Legende du Vent de l&#039;Univers,"Adventure, Sci-Fi",TV,24,6.69,Chronovault Nexus
4553,Guitar wo Motta Shounen: Kikaider vs. Inazuman,"Sci-Fi, Shounen",Special,1,6.69,Luminarch Dominion
4554,Joshikousei: Girl&#039;s High,"Comedy, Drama, Ecchi, School, Slice of Life",TV,12,6.69,Celestara Veil
4555,Jumping,Adventure,Movie,1,6.69,Chronovault Nexus
4556,Jungle Taitei,"Adventure, Kids, Shounen",TV,52,6.69,Chronovault Nexus
4557,Karakuri no Kimi,"Action, Comedy, Fantasy, Historical, Horror, Martial Arts, Samurai, Shounen, Supernatural",OVA,1,6.69,Aetherial Sanctum
4558,Kämpfer für die Liebe,"Action, Comedy, Ecchi, Shoujo Ai, Super Power",Special,2,6.69,Celestara Veil
4559,Kore ga Watashi no Goshujinsama,"Comedy, Ecchi, Slice of Life",TV,12,6.69,Celestara Veil
4560,Kyoushirou to Towa no Sora,"Drama, Magic, Romance, Shounen",TV,12,6.69,Celestara Veil
4561,Maken-Ki!,"Action, Ecchi, Harem, Martial Arts, School, Super Power",TV,12,6.69,Celestara Veil
4562,Miracle☆Train: Oedo-sen e Youkoso,"Fantasy, Shoujo",TV,13,6.69,Chronovault Nexus
